Année réf,UAI,Etablissement de rattachement,Numéro de l'appel à candidatures,Section 1,Section 2,Section 3,Section 4,Section 5,Section 6,Date prise de fonction,Date ouverture candidature,Date cloture candidature,Profil appel à candidatures,Job profile,Research fiels EURAXESS,Localisation appel à candidatures,Quotité du poste,Etat du poste,Type du poste
2025,0020087J,INST.SUP.DES SCIENCES ET TECN.,INSSET6160,61,60,,,,,01/09/2025,17/03/2025,10/04/2025, GENIE INDUSTRIEL, INDUSTRIAL ENGINEERING,"Industrial engineering - Engineering
",SAINT QUENTIN,P,V,ATER
2025,0021964Z,UNIVERSITE D'AMIENS (IUT AISNE),62IUTAISN,62,,,,,,01/09/2025,26/03/2025,15/04/2025,"  Energétique, génie des procédés",  Chemical engineering,"Chemical engineering - Engineering
",SAINT QUENTIN,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,1,1,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Droit privé,Private Law,"Private law - Juridical sciences
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,10,4,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Science politique,PoliticalScience,"Political sciences - 
Juridical sciences - 
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,11,5,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en analyse économique,Economic analysis,"Applied economics - Economics
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,12,5,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en microéconomie,Microeconomics,"Microeconomics - Economics
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,13,5,,,,,,01/09/2025,25/03/2025,24/04/2025,"ATER en macroéconomie
",Macroeconomics,"Macroeconomics - Economics
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,14,5,,,,,,01/09/2025,25/03/2025,24/04/2025,"ATER en Economie
",International economics,"International economics - Economics
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,15,6,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Système d’Information de Gestion,Management Information System,"Engineering - 
Information science - 
Informatics - Computer science
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,16,6,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Communication responsable,Responsible communication,"Business communication - Communication sciences
Management studies - Economics
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,17,6,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Sciences de Gestion et du Management,Management Sciences,"Other - 
Management studies - Economics
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,18,6,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Sciences de Gestion et du Management,Management Sciences,"Other - 
Management studies - Economics
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,19,9,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en langue et littérature françaises ,French Literary Studies,"Cultural studies - 
Literature - 
Language sciences - 
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,2,1,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Droit privé,Private Law,"Private law - Juridical sciences
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,20,11,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en littérature britannique et traduction,British literature and translation,"Visual arts - Arts
European literature - Literature
Languages - Language sciences
Anglo Saxon studies - Cultural studies
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,21,14,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Art et image Espagne,Arts and images Spain,"Art history - History
European studies - Cultural studies
Contemporary history - History
Languages - Language sciences
Visual arts - Arts
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,22,15,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Arabe,Arabic,"Contemporary history - History
Arabic studies - Cultural studies
Languages - Language sciences
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,23,16,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Psychologie du développement ,Developmental psychology,"Psychology - Psychological sciences
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,24,16,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Psychologie Intégrative,Integrative Psychology,"Psychoanalytic studies - Psychological sciences
Psychology - Psychological sciences
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,25,16,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Psychologie clinique du développement,Clinical psychology of development,"Psychology - Psychological sciences
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,26,16,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Psychologie sociale,Social psychology,"Psychology - Psychological sciences
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,27,17,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Philosophie générale et Méthodologie ,General Philosophy and Methodology ,"Philosophy - 
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,28,18,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Études théâtrales,Theatre Studies ,"Media studies - Communication sciences
Performing arts - Arts
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,29,19,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en sociologie,Sociology,"Sociology - 
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,3,1,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Droit privé,Private Law,"Private law - Juridical sciences
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,30,19,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Sociologie,Sociology,"Sociology - 
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,31,20,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Archéologie de la Préhistoire Paléolithique,Archaeology of Paleolithic Prehistory,"Archaeology - History
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,32,20,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Ethnologie-anthropologie: anthropologie des questions territoriales et des transitions écologiques ,Ethnology-anthropology: anthropology of territorial issues and ecological transitions,"Anthropology - 
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,33,20,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Ethnologie-anthropologie: ethnologie et anthropologie générale,Ethnology-anthropology: ethnology and general anthropology,"Ethnology - Anthropology
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,34,21,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Histoire Ancienne et Médiévale,Ancient and Medieval History,"Medieval history - History
Ancient history - History
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,35,22,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Histoire transnationale de l’Europe (XVIIIe-XXe siècle),Transnational History of Europe (18th-20th century),"Modern history - History
Contemporary history - History
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,36,23,,,,,,01/09/2025,25/03/2025,24/04/2025,"ATER en Géographie
",Geography,"Educational sciences - 
Geography - 
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,37,23,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Géographie Environnementale,"Environmental Geography
","Cartography - Geography
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,38,23,26,27,,,,01/09/2025,25/03/2025,24/04/2025,ATER en SANTE PUBLIQUE,Public Health,"Statistics - Mathematics
Medicine - Medical sciences
Database management - Computer science
Technology - 
Cartography - Geography
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,39,25,26,60,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Mathématiques,Mathematics,"Applied mathematics - Mathematics
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,4,1,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Droit privé,Private Law,"Private law - Juridical sciences
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,40,25,26,60,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Mathématiques,Mathematics,"Applied mathematics - Mathematics
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,41,25,26,60,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Mathématiques,Mathematics,"Applied mathematics - Mathematics
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,42,25,26,60,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Mathématiques,Mathematics,"Applied mathematics - Mathematics
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,43,26,25,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en mathématiques appliquées,Mathematics defended,"Applied mathematics - Mathematics
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,44,27,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Informatique ,Computer science,"Informatics - Computer science
Programming - Computer science
Database management - Computer science
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,45,27,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Informatique ,Computer science,"Computer science - 
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,46,27,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Informatique ,Computer science,"Computer science - 
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,47,27,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Informatique ,Computer science,"Computer science - 
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,48,27,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Informatique ,Computer science,"Internet technology - Technology
Computer systems - Computer science
Computer technology - Technology
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,49,27,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Informatique ,Software engineering,"Engineering - 
Computer science - 
Technology - 
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,5,2,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Droit public,Public Law,"Public law - Juridical sciences
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,50,31,32,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Chimie Analytique,Analytical chemistry,"Combinatorial chemistry - Chemistry
Applied chemistry - Chemistry
Physical chemistry - Chemistry
Organic chemistry - Chemistry
Molecular chemistry - Chemistry
Structural chemistry - Chemistry
Analytical chemistry - Chemistry
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,51,31,32,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Chimie Moléculaire,Molecular chemistry,"Combinatorial chemistry - Chemistry
Applied chemistry - Chemistry
Physical chemistry - Chemistry
Organic chemistry - Chemistry
Molecular chemistry - Chemistry
Structural chemistry - Chemistry
Analytical chemistry - Chemistry
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,52,34,,,,,,01/09/2025,25/03/2025,24/04/2025,"ATER en Astrophysique multi-messagers des sources 
d’ondes gravitationnelles : observation et interprétation",Multimessenger astrophysics of gravitational wave sources : from observation to interpretation,"Physics - 
Astronomy - 
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,53,34,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en la caractérisation de la turbulence atmosphérique,Position in characterizing atmospheric turbulence,"Astrophysics - Astronomy
Physics - 
Telecommunications technology - Technology
Instrumentation technology - Technology
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,54,35,36,,,,,01/09/2025,25/03/2025,24/04/2025,"ATER en Géotechnique
",Geotechnical engineering,"Engineering - 
Physics - 
Geology - Geosciences
Earth science - Environmental science
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,55,35,36,,,,,01/09/2025,25/03/2025,24/04/2025,"ATER en Géologie-Géophysique
",Geology-Geophysics,"Geology - Geosciences
Physics - 
Earth science - Environmental science
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,56,35,36,,,,,01/09/2025,25/03/2025,24/04/2025,"ATER en Géologie-Géophysique
",Geology-Geophysics,"Geology - Geosciences
Physics - 
Earth science - Environmental science
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,57,60,62,,,,,01/09/2025,25/03/2025,24/04/2025,ATER Energétique du bâtiment,Building Energy Engineering,"Engineering - 
Mathematics - 
Architecture - 
Technology - 
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,58,61,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Electronique numérique,Digital Electronics,"Electronic engineering - Engineering
Digital systems - Computer science
Computer hardware - Computer science
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,59,61,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Systèmes Embarqués,Embedded Systems,"Digital systems - Computer science
Computer systems - Computer science
Electronic engineering - Engineering
Computer hardware - Computer science
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,6,2,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Droit public,Public Law,"Public law - Juridical sciences
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,60,63,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Electronique,Electronics,"Computer science - 
Telecommunications technology - Technology
Electronic engineering - Engineering
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,61,64,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Biochimie et Génétique,Biochemistry and Genetics,"Biochemistry - Chemistry
Biology - Biological sciences
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,62,66,,,,,,01/09/2025,25/03/2025,24/04/2025,"ATER en Physiologie Végétale, Interaction Plantes-Microorganismes et Biostatistiques ","Plant physiology, Plant microorganism interactions and Biostatistics","Mathematical analysis - Mathematics
Biological sciences - 
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,63,67,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Ecologie et Biologie Animale,Ecology and Animal Biology,"Ecology - Environmental science
Biology - Biological sciences
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,64,68,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Biologie Animale,Animal Biology,"Biology - Biological sciences
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,65,69,,,,,,01/09/2025,25/03/2025,24/04/2025,"ATER en Neurobiologie
",Neurobiology,"Neurobiology - Neurosciences
Biology - Biological sciences
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,66,70,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Numérique & IA,Digital & AI,"Teaching methods - Educational sciences
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,67,70,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Didactique du Français et Littératie Multimodale,Didactics of French and Multimodal Literacies,"Teaching methods - Educational sciences
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,68,70,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Ingénierie de la formation ,Training Engineering,"Engineering - 
Teaching methods - Educational sciences
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,69,70,91,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en sciences de l’éducation et de la rééducation,Educational and rehabilitation sciences,"Medicine - Medical sciences
Educational sciences - 
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,7,2,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Droit public,Public Law,"Public law - Juridical sciences
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,70,71,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en journalisme numérique,Digital journalism,"Information science - 
Journalism - Communication sciences
Media studies - Communication sciences
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,71,74,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Sciences du mouvement humain ; Sciences de la Vie et de la Santé – Sports sciences ,Life and Health Sciences,"Ethics in health sciences - 
Neurophysiology - Neurosciences
Educational sciences - 
Biological sciences - 
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,72,74,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Sciences du mouvement humain ; Sciences Humaines et Sociales – Sports sciences,Human and Social Sciences,"Psychology - Psychological sciences
Ethics in health sciences - 
Educational sciences - 
",,P,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,8,3,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Histoire du droit et des institutions,History of law and institutions,"History of law - History
Juridical sciences - 
",,M,V,ATER
2025,0062205P,UNIVERSITE COTE D'AZUR,9,4,,,,,,01/09/2025,25/03/2025,24/04/2025,ATER en Science politique,PoliticalScience,"Political sciences - 
Juridical sciences - 
",,M,V,ATER
2025,0130221V,I.E.P D'AIX-EN-PROVENCE,DROIT,2,,,,,,01/09/2025,17/03/2025,14/04/2025,Enseignement : Conférences de méthode reliées au cours de la 1ère année du diplôme de l’IEP « Organisation politique de l’État ».,"Political organization of the state, constitutional law ","Juridical sciences - 
",,P,V,ATER
2025,0130221V,I.E.P D'AIX-EN-PROVENCE,ECO,5,,,,,,01/09/2025,17/03/2025,14/04/2025,Economie et finance internationale ; Econométrie,International Economics and Finance ; Econometrics,"Economics - 
",,P,V,ATER
2025,0130221V,I.E.P D'AIX-EN-PROVENCE,HIST 19-20,22,,,,,,01/09/2025,17/03/2025,14/04/2025,Histoire de la guerre-Relations internationales XIXe siècle-XXe siècle.,"War History, International relations XIX-XX century.","History - 
",,P,V,ATER
2025,0130221V,I.E.P D'AIX-EN-PROVENCE,HIST 1939,22,,,,,,01/09/2025,17/03/2025,14/04/2025,Histoire de la guerre-Relations internationales de 1939 à nos jours.,"War History, International relations from 1939 to nowadays.","History - 
",,P,V,ATER
2025,0130221V,I.E.P D'AIX-EN-PROVENCE,SC PO 1,4,,,,,,01/09/2025,17/03/2025,14/04/2025,"’introduction à la science politique et de sociologie politique / action publique qui composeront l’essentiel du service, une coloration Politiques européennes et internationales,","Political Science and Political Sociology/Public Action, which will form the bulk of the service, a focus on European and International Politics","Political sciences - 
",,P,V,ATER
2025,0130221V,I.E.P D'AIX-EN-PROVENCE,SC PO 2,4,,,,,,01/09/2025,17/03/2025,14/04/2025,"Introduction à la science politique, une coloration Métiers de l’information serait la bienvenue","In addition to being able to teach introductory political science courses, a background in information and political communication/public affairs would be welcome","Political sciences - 
",AIX EN PROVENCE,,,ATER
2025,0134009M,UNIVERSITE AIX-MARSEILLE,1A,1,2,3,5,6,7,01/09/2025,10/03/2025,04/04/2025,,ATER,"Other - 
",,,,ATER
2025,0134009M,UNIVERSITE AIX-MARSEILLE,1B,9,10,11,14,15,16,01/09/2025,10/03/2025,04/04/2025,,ATER,"Other - 
",,,,ATER
2025,0134009M,UNIVERSITE AIX-MARSEILLE,1C,17,19,20,21,22,23,01/09/2025,10/03/2025,04/04/2025,,ATER,"Other - 
",,,,ATER
2025,0134009M,UNIVERSITE AIX-MARSEILLE,1D,25,26,27,28,29,30,01/09/2025,10/03/2025,04/04/2025,,ATER,"Other - 
",,,,ATER
2025,0134009M,UNIVERSITE AIX-MARSEILLE,1E,31,32,33,35,36,37,01/09/2025,10/03/2025,04/04/2025,,ATER,"Other - 
",,,,ATER
2025,0134009M,UNIVERSITE AIX-MARSEILLE,1F,60,61,62,63,64,65,01/09/2025,10/03/2025,04/04/2025,,ATER,"Other - 
",,,,ATER
2025,0134009M,UNIVERSITE AIX-MARSEILLE,1G,66,67,69,70,71,72,01/09/2025,10/03/2025,04/04/2025,,ATER,"Other - 
",,,,ATER
2025,0134009M,UNIVERSITE AIX-MARSEILLE,1H,74,18,,,,,01/09/2025,10/03/2025,04/04/2025,,ATER,"Other - 
",,,,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER0112,64,,,,,,01/09/2025,03/02/2025,03/03/2025,Biologie/Biochimie,Biology/Biochemistry,"Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER0241,63,,,,,,01/09/2025,03/02/2025,03/03/2025,"Electronique, Energie Electrique et
Automatique et/ou Instrumentation, Mesure, Métrologie.
","Electronic, Energy","Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER0860,74,,,,,,01/09/2025,03/02/2025,03/03/2025,Sciences Humaines et Sociales,Human and Social Sciences,"Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER0900,5,,,,,,01/09/2025,03/02/2025,03/03/2025,Économie,Economics,"Economics - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER1340B,1,,,,,,01/01/2026,03/02/2025,03/03/2025,Droit privé général (temps plein 6 mois),Private law (full time 6 months),"Other - 
",Caen,M,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER1342,11,,,,,,01/09/2025,03/02/2025,03/03/2025,ATER,Temporary teaching and research assistant,"Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER1344,18,,,,,,01/09/2025,03/02/2025,03/03/2025,Études cinématographiques,Film Studies,"Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER134S,27,,,,,,01/09/2025,03/02/2025,03/03/2025,Informatique (temps plein 6 mois),Computer Sciences (full time 6 months),"Other - 
",Caen,M,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER1357,18,,,,,,01/09/2025,03/02/2025,03/03/2025,Études cinématographiques,Film Studies,"Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER1358,68,,,,,,01/09/2025,03/02/2025,03/03/2025,Biologie des organismes marins,Biology of marine organisms,"Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER1361,60,,,,,,01/09/2025,03/02/2025,03/03/2025,Mécanique,Mechanics,"Other - 
",CAEN,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER1363,70,,,,,,01/09/2025,03/02/2025,03/03/2025,"Histoire, histoire des idées, philosophie","History, history of ideas, philosophy

","Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER1394,19,,,,,,01/09/2025,03/02/2025,03/03/2025,Sociologie générale et méthodes des sciences sociales,General sociology and social science methods,"Sociology - 
",CAEN,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER1396,27,,,,,,01/09/2025,03/02/2025,03/03/2025,Informatique,Computer Sciences,"Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER139SA,16,,,,,,01/09/2025,03/02/2025,03/03/2025,Psychologie sociale (temps plein 6 mois),Social psychology (full time 6 months),"Other - 
",Caen,M,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER139SB,16,,,,,,01/01/2026,03/02/2025,03/03/2025,Psychologie sociale (temps plein 6 mois),Social psychology (full time 6 months),"Other - 
",Caen,M,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER1460,31,32,33,,,,01/09/2025,03/02/2025,03/03/2025,"Chimie physique, chimie organique ou chimie des matériaux","Physical chemistry, organic chemistry or materials chemistry","Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER1461,16,,,,,,01/09/2025,03/02/2025,03/03/2025,Psychologie,Psychology,"Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER1472,21,,,,,,01/09/2025,03/02/2025,03/03/2025,Histoire médiévale et histoire ancienne,Ancient and Medieval History,"Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER1497A,6,,,,,,01/09/2025,03/02/2025,03/03/2025,Sciences de gestion (temps plein 6 mois),Management science (full time 6 months) ,"Other - 
",Caen,M,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER1497B,6,,,,,,01/01/2026,03/02/2025,03/03/2025,Sciences de gestion (temps plein 6 mois),Management science (full time 6 months) ,"Other - 
",Caen,M,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER1498,16,,,,,,01/09/2025,03/02/2025,03/03/2025,Psychologie cognitive,Cognitive psychology,"Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER1499,70,,,,,,01/09/2025,03/02/2025,03/03/2025,"Sciences de l’éducation et de la formation (enseignements transversaux – éducation, école, vulnérabilités)","Education and training sciences (cross-curricular teaching – education, school, vulnerabilities)","Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER1547A,23,,,,,,01/01/2026,03/02/2025,03/03/2025,"Géographie physique, humaine, économique et régionale (temps plein 6 mois)","Physical, human, economic and regional geography (full time 6 months)","Geography - 
",Caen,M,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER1547B,23,,,,,,01/09/2025,03/02/2025,03/03/2025,"Géographie physique, humaine, économique et régionale (temps plein 6 mois)","Physical, human, economic and regional geography (full time 6 months)","Geography - 
",Caen,M,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER17,17,,,,,,01/09/2025,03/02/2025,03/03/2025,Philosophie morale et politique,Moral and political philisophy,"Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER1772,17,72,,,,,01/09/2025,18/02/2025,03/03/2025,Philosophie des sciences,Philosophy of science,"Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER1794,31,,,,,,01/09/2025,03/02/2025,03/03/2025,Chimie analytique / chimie des solutions,Analytical Chemistry / solution in chemistry,"Other - 
",Vire,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER1805,71,9,10,,,,01/09/2025,03/02/2025,03/03/2025,Expression et communication,Expression and communication,"Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER1903,27,,,,,,01/09/2025,03/02/2025,03/03/2025,Informatique,Computer Science,"Computer science - 
",Saint-Lô,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER2009,22,,,,,,01/09/2025,03/02/2025,03/03/2025,Histoire moderne et contemporaine,Modern history and contemporary history,"Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER2526A,25,26,,,,,01/09/2025,03/02/2025,03/03/2025,Maths (2 postes à pourvoir),Mathematical (2 positions to be filled),"Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER31,31,,,,,,01/09/2025,03/02/2025,03/03/2025,Chimie physique,Physical chemistry,"Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER32,32,,,,,,01/09/2025,03/02/2025,03/03/2025,Chimie organique,Organic chemistry,"Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER60,60,,,,,,01/09/2025,03/02/2025,03/03/2025,Mécanique,Mechanics,"Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER64A,64,,,,,,01/09/2025,03/02/2025,03/03/2025,microbiologie moléculaire,molecular microbiology,"Other - 
",Caen,P,V,ATER
2025,0141408E,UNIVERSITE DE CAEN,ATER68R,68,,,,,,01/09/2025,03/02/2025,03/03/2025,Biologie et physiologie des organismes marins,Biology and physiology of marine organisms,"Other - 
",Caen,P,V,ATER
